"","x"
"2230","CD8+ T-cells"
"2231","Monocytes"
"2232","NK cells"
"2233","Monocytes"
"2234","CD4+ T-cells"
"2235","CD4+ T-cells"
"2236","CD8+ T-cells"
"2237","CD8+ T-cells"
"2238","CD8+ T-cells"
"2239","CD4+ T-cells"
"2240","CD4+ T-cells"
"2241","CD8+ T-cells"
"2242","CD4+ T-cells"
"2243","CD8+ T-cells"
"2244","CD8+ T-cells"
"2245","CD8+ T-cells"
"2246","NK cells"
"2247","CD8+ T-cells"
"2248","Monocytes"
"2249","CD8+ T-cells"
"2250","Monocytes"
"2251","B-cells"
"2252","Monocytes"
"2253","B-cells"
"2254","CD8+ T-cells"
"2255","Monocytes"
"2256","CD8+ T-cells"
"2257","CD8+ T-cells"
"2258","Monocytes"
"2259","B-cells"
"2260","CD8+ T-cells"
"2261","B-cells"
"2262","CD4+ T-cells"
"2263","CD8+ T-cells"
"2264","CD8+ T-cells"
"2265","CD4+ T-cells"
"2266","Monocytes"
"2267","B-cells"
"2268","CD8+ T-cells"
"2269","CD4+ T-cells"
"2270","B-cells"
"2271","CD8+ T-cells"
"2272","CD4+ T-cells"
"2273","NK cells"
"2274","CD8+ T-cells"
"2275","CD4+ T-cells"
"2276","Monocytes"
"2277","B-cells"
"2278","CD8+ T-cells"
"2279","CD4+ T-cells"
"2280","CD4+ T-cells"
"2281","CD8+ T-cells"
"2282","B-cells"
"2283","Monocytes"
"2284","Monocytes"
"2285","Monocytes"
"2286","B-cells"
"2287","NK cells"
"2288","CD8+ T-cells"
"2289","CD4+ T-cells"
"2290","B-cells"
"2291","CD4+ T-cells"
"2292","NK cells"
"2293","Monocytes"
"2294","CD8+ T-cells"
"2295","CD8+ T-cells"
"2296","CD8+ T-cells"
"2297","Monocytes"
"2298","Monocytes"
"2299","CD8+ T-cells"
"2300","Monocytes"
"2301","CD8+ T-cells"
"2302","CD8+ T-cells"
"2303","CD4+ T-cells"
"2304","CD4+ T-cells"
"2305","CD4+ T-cells"
"2306","CD8+ T-cells"
"2307","Monocytes"
"2308","CD8+ T-cells"
"2309","CD4+ T-cells"
"2310","CD8+ T-cells"
"2311","B-cells"
"2312","NK cells"
"2313","B-cells"
"2314","B-cells"
"2315","CD8+ T-cells"
"2316","B-cells"
"2317","CD4+ T-cells"
"2318","NK cells"
"2319","CD4+ T-cells"
"2320","CD4+ T-cells"
"2321","CD8+ T-cells"
"2322","Monocytes"
"2323","CD4+ T-cells"
"2324","CD4+ T-cells"
"2325","CD8+ T-cells"
"2326","CD4+ T-cells"
"2327","CD8+ T-cells"
"2328","Monocytes"
"2329","B-cells"
"2330","B-cells"
"2331","Monocytes"
"2332","CD8+ T-cells"
"2333","CD4+ T-cells"
"2334","CD8+ T-cells"
"2335","CD8+ T-cells"
"2336","B-cells"
"2337","Monocytes"
"2338","B-cells"
"2339","CD8+ T-cells"
"2340","CD8+ T-cells"
"2341","Monocytes"
"2342","CD8+ T-cells"
"2343","CD8+ T-cells"
"2344","CD4+ T-cells"
"2345","Monocytes"
"2346","Monocytes"
"2347","CD8+ T-cells"
"2348","B-cells"
"2349","CD4+ T-cells"
"2350","Monocytes"
"2351","B-cells"
"2352","CD4+ T-cells"
"2353","Monocytes"
"2354","B-cells"
"2355","Monocytes"
"2356","Monocytes"
"2357","CD4+ T-cells"
"2358","CD8+ T-cells"
"2359","CD8+ T-cells"
"2360","CD8+ T-cells"
"2361","CD4+ T-cells"
"2362","Monocytes"
"2363","CD8+ T-cells"
"2364","CD4+ T-cells"
"2365","CD4+ T-cells"
"2366","CD8+ T-cells"
"2367","CD4+ T-cells"
"2368","CD8+ T-cells"
"2369","CD4+ T-cells"
"2370","CD8+ T-cells"
"2371","CD8+ T-cells"
"2372","Monocytes"
"2373","CD8+ T-cells"
"2374","CD8+ T-cells"
"2375","CD4+ T-cells"
"2376","NK cells"
"2377","CD8+ T-cells"
"2378","Monocytes"
"2379","CD8+ T-cells"
"2380","B-cells"
"2381","NK cells"
"2382","CD8+ T-cells"
"2383","CD4+ T-cells"
"2384","CD4+ T-cells"
"2385","CD4+ T-cells"
"2386","CD8+ T-cells"
"2387","CD4+ T-cells"
"2388","CD8+ T-cells"
"2389","CD8+ T-cells"
"2390","CD8+ T-cells"
"2391","CD4+ T-cells"
"2392","CD8+ T-cells"
"2393","NK cells"
"2394","B-cells"
"2395","Monocytes"
"2396","CD8+ T-cells"
"2397","CD8+ T-cells"
"2398","Monocytes"
"2399","CD4+ T-cells"
"2400","Monocytes"
"2401","Monocytes"
"2402","NK cells"
"2403","CD8+ T-cells"
"2404","CD8+ T-cells"
"2405","CD8+ T-cells"
"2406","CD8+ T-cells"
"2407","Monocytes"
"2408","CD4+ T-cells"
"2409","B-cells"
"2410","Monocytes"
"2411","B-cells"
"2412","CD4+ T-cells"
"2413","CD4+ T-cells"
"2414","CD4+ T-cells"
"2415","CD8+ T-cells"
"2416","CD8+ T-cells"
"2417","Monocytes"
"2418","NK cells"
"2419","B-cells"
"2420","CD8+ T-cells"
"2421","CD4+ T-cells"
"2422","Monocytes"
"2423","CD4+ T-cells"
"2424","B-cells"
"2425","Monocytes"
"2426","CD8+ T-cells"
"2427","CD4+ T-cells"
"2428","CD4+ T-cells"
"2429","B-cells"
"2430","CD4+ T-cells"
"2431","CD4+ T-cells"
"2432","Monocytes"
"2433","B-cells"
"2434","B-cells"
"2435","CD4+ T-cells"
"2436","Monocytes"
"2437","CD8+ T-cells"
"2438","Monocytes"
"2439","CD8+ T-cells"
"2440","Monocytes"
"2441","CD8+ T-cells"
"2442","CD8+ T-cells"
"2443","CD4+ T-cells"
"2444","CD8+ T-cells"
"2445","CD4+ T-cells"
"2446","CD8+ T-cells"
"2447","CD8+ T-cells"
"2448","Monocytes"
"2449","B-cells"
"2450","CD4+ T-cells"
"2451","Monocytes"
"2452","NK cells"
"2453","Monocytes"
"2454","CD8+ T-cells"
"2455","CD8+ T-cells"
"2456","Monocytes"
"2457","CD8+ T-cells"
"2458","CD4+ T-cells"
"2459","NK cells"
"2460","B-cells"
"2461","CD8+ T-cells"
"2462","CD8+ T-cells"
"2463","CD4+ T-cells"
"2464","Monocytes"
"2465","NK cells"
"2466","CD8+ T-cells"
"2467","CD8+ T-cells"
"2468","CD4+ T-cells"
"2469","B-cells"
"2470","Monocytes"
"2471","CD4+ T-cells"
"2472","B-cells"
"2473","B-cells"
"2474","Monocytes"
"2475","CD4+ T-cells"
"2476","CD8+ T-cells"
"2477","Monocytes"
"2478","Monocytes"
"2479","Monocytes"
"2480","CD8+ T-cells"
"2481","CD8+ T-cells"
"2482","CD8+ T-cells"
"2483","CD8+ T-cells"
"2484","CD4+ T-cells"
"2485","CD8+ T-cells"
"2486","CD8+ T-cells"
"2487","CD4+ T-cells"
"2488","CD8+ T-cells"
"2489","Monocytes"
"2490","CD4+ T-cells"
"2491","CD4+ T-cells"
"2492","CD4+ T-cells"
"2493","CD8+ T-cells"
"2494","Monocytes"
"2495","CD8+ T-cells"
"2496","B-cells"
"2497","B-cells"
"2498","B-cells"
"2499","CD8+ T-cells"
"2500","CD8+ T-cells"
"2501","Monocytes"
"2502","Monocytes"
"2503","Monocytes"
"2504","B-cells"
"2505","CD8+ T-cells"
"2506","CD4+ T-cells"
"2507","CD8+ T-cells"
"2508","CD8+ T-cells"
"2509","CD4+ T-cells"
"2510","CD8+ T-cells"
"2511","CD8+ T-cells"
"2512","CD8+ T-cells"
"2513","CD4+ T-cells"
"2514","B-cells"
"2515","B-cells"
"2516","CD4+ T-cells"
"2517","B-cells"
"2518","NK cells"
"2519","Monocytes"
"2520","CD8+ T-cells"
"2521","CD8+ T-cells"
"2522","CD4+ T-cells"
"2523","CD8+ T-cells"
"2524","CD8+ T-cells"
"2525","Monocytes"
"2526","B-cells"
"2527","B-cells"
"2528","CD4+ T-cells"
"2529","CD8+ T-cells"
"2530","B-cells"
"2531","Monocytes"
"2532","NK cells"
"2533","CD4+ T-cells"
"2534","CD8+ T-cells"
"2535","Monocytes"
"2536","CD4+ T-cells"
"2537","CD8+ T-cells"
"2538","CD8+ T-cells"
"2539","CD4+ T-cells"
"2540","Monocytes"
"2541","CD4+ T-cells"
"2542","CD4+ T-cells"
"2543","Monocytes"
"2544","CD8+ T-cells"
"2545","CD8+ T-cells"
"2546","CD8+ T-cells"
"2547","CD4+ T-cells"
"2548","Monocytes"
"2549","Monocytes"
"2550","CD8+ T-cells"
"2551","B-cells"
"2552","CD4+ T-cells"
"2553","CD4+ T-cells"
"2554","CD8+ T-cells"
"2555","CD8+ T-cells"
"2556","B-cells"
"2557","HSC"
"2558","CD8+ T-cells"
"2559","CD8+ T-cells"
"2560","CD8+ T-cells"
"2561","CD8+ T-cells"
"2562","CD8+ T-cells"
"2563","CD4+ T-cells"
"2564","CD8+ T-cells"
"2565","CD8+ T-cells"
"2566","B-cells"
"2567","CD4+ T-cells"
"2568","CD4+ T-cells"
"2569","CD8+ T-cells"
"2570","Monocytes"
"2571","Monocytes"
"2572","B-cells"
"2573","B-cells"
"2574","CD4+ T-cells"
"2575","CD8+ T-cells"
"2576","CD4+ T-cells"
"2577","Monocytes"
"2578","CD8+ T-cells"
"2579","CD8+ T-cells"
"2580","CD8+ T-cells"
"2581","CD8+ T-cells"
"2582","CD8+ T-cells"
"2583","CD4+ T-cells"
"2584","B-cells"
"2585","CD4+ T-cells"
"2586","NK cells"
"2587","Monocytes"
"2588","CD8+ T-cells"
"2589","CD4+ T-cells"
"2590","CD4+ T-cells"
"2591","NK cells"
"2592","Monocytes"
"2593","CD4+ T-cells"
"2594","NK cells"
"2595","B-cells"
"2596","B-cells"
"2597","CD8+ T-cells"
"2598","CD8+ T-cells"
"2599","CD8+ T-cells"
"2600","CD8+ T-cells"
"2601","CD8+ T-cells"
"2602","B-cells"
"2603","CD8+ T-cells"
"2604","CD4+ T-cells"
"2605","Monocytes"
"2606","CD8+ T-cells"
"2607","Monocytes"
"2608","CD8+ T-cells"
"2609","CD8+ T-cells"
"2610","Monocytes"
"2611","Monocytes"
"2612","CD4+ T-cells"
"2613","Monocytes"
"2614","CD8+ T-cells"
"2615","CD8+ T-cells"
"2616","CD4+ T-cells"
"2617","CD4+ T-cells"
"2618","Monocytes"
"2619","CD4+ T-cells"
"2620","CD4+ T-cells"
"2621",NA
"2622","Monocytes"
"2623","CD8+ T-cells"
"2624","CD4+ T-cells"
"2625","CD8+ T-cells"
"2626","CD8+ T-cells"
"2627","CD4+ T-cells"
"2628","CD4+ T-cells"
"2629","Monocytes"
"2630","CD8+ T-cells"
"2631","CD8+ T-cells"
"2632","CD8+ T-cells"
"2633","CD4+ T-cells"
"2634","Monocytes"
"2635","B-cells"
"2636","Monocytes"
"2637","CD8+ T-cells"
"2638","CD4+ T-cells"
"2639","NK cells"
"2640","Monocytes"
"2641","CD8+ T-cells"
"2642","B-cells"
"2643","CD8+ T-cells"
"2644","CD4+ T-cells"
"2645","Monocytes"
"2646","B-cells"
"2647","CD8+ T-cells"
"2648","CD8+ T-cells"
"2649","Monocytes"
"2650","Monocytes"
"2651","CD8+ T-cells"
"2652","CD8+ T-cells"
"2653","CD4+ T-cells"
"2654","Monocytes"
"2655","B-cells"
"2656","Monocytes"
"2657","Monocytes"
"2658","NK cells"
"2659","CD8+ T-cells"
"2660","CD8+ T-cells"
"2661","Monocytes"
"2662","Monocytes"
"2663","CD8+ T-cells"
"2664","Monocytes"
"2665","CD8+ T-cells"
"2666","Monocytes"
"2667","CD8+ T-cells"
"2668","CD4+ T-cells"
"2669","CD8+ T-cells"
"2670","B-cells"
"2671","CD8+ T-cells"
"2672","CD8+ T-cells"
"2673","CD4+ T-cells"
"2674","Monocytes"
"2675","CD8+ T-cells"
"2676",NA
"2677","CD8+ T-cells"
"2678","CD4+ T-cells"
"2679","CD4+ T-cells"
"2680","CD8+ T-cells"
"2681","CD8+ T-cells"
"2682","Monocytes"
"2683","NK cells"
"2684","Monocytes"
"2685","B-cells"
"2686","CD4+ T-cells"
"2687","NK cells"
"2688","CD4+ T-cells"
"2689","Monocytes"
"2690","B-cells"
"2691","Monocytes"
"2692","CD8+ T-cells"
"2693","CD4+ T-cells"
"2694","CD8+ T-cells"
"2695","CD4+ T-cells"
"2696","CD4+ T-cells"
"2697","NK cells"
"2698","CD8+ T-cells"
"2699","CD8+ T-cells"
"2700","CD8+ T-cells"
"2701","Monocytes"
"2702","CD4+ T-cells"
"2703","CD4+ T-cells"
"2704","Monocytes"
"2705","CD4+ T-cells"
"2706","Monocytes"
"2707","B-cells"
"2708","CD8+ T-cells"
"2709","B-cells"
"2710","Monocytes"
"2711","Monocytes"
"2712","B-cells"
"2713","Monocytes"
"2714","CD4+ T-cells"
"2715","CD8+ T-cells"
"2716","CD4+ T-cells"
"2717","Monocytes"
"2718","CD8+ T-cells"
"2719","B-cells"
"2720","Monocytes"
"2721","CD8+ T-cells"
"2722","CD8+ T-cells"
"2723","CD8+ T-cells"
"2724","CD8+ T-cells"
"2725","CD4+ T-cells"
"2726","CD8+ T-cells"
"2727","Monocytes"
"2728","B-cells"
"2729","CD8+ T-cells"
"2730","CD8+ T-cells"
"2731","Monocytes"
"2732","CD8+ T-cells"
"2733","CD4+ T-cells"
"2734","CD8+ T-cells"
"2735","CD8+ T-cells"
"2736","CD4+ T-cells"
"2737","CD8+ T-cells"
"2738","Monocytes"
"2739","NK cells"
"2740","CD4+ T-cells"
"2741","CD8+ T-cells"
"2742","Monocytes"
"2743","Monocytes"
"2744","NK cells"
"2745","Monocytes"
"2746","Monocytes"
"2747","Monocytes"
"2748","CD8+ T-cells"
"2749","Monocytes"
"2750","CD8+ T-cells"
"2751","CD8+ T-cells"
"2752","CD8+ T-cells"
"2753","CD4+ T-cells"
"2754","CD4+ T-cells"
"2755","CD4+ T-cells"
"2756","B-cells"
"2757","CD8+ T-cells"
"2758","B-cells"
"2759","Monocytes"
"2760","CD4+ T-cells"
"2761","CD8+ T-cells"
"2762","Monocytes"
"2763","Monocytes"
"2764","B-cells"
"2765","CD4+ T-cells"
"2766","NK cells"
"2767","CD8+ T-cells"
"2768","B-cells"
"2769","Monocytes"
"2770","CD4+ T-cells"
"2771","CD4+ T-cells"
"2772","NK cells"
"2773","CD4+ T-cells"
"2774","Monocytes"
"2775","CD8+ T-cells"
"2776","CD8+ T-cells"
"2777","B-cells"
"2778","Monocytes"
"2779","CD8+ T-cells"
"2780","CD4+ T-cells"
"2781","CD8+ T-cells"
"2782","CD8+ T-cells"
"2783","B-cells"
"2784","CD8+ T-cells"
"2785","Monocytes"
"2786","CD8+ T-cells"
"2787","CD4+ T-cells"
"2788","CD8+ T-cells"
"2789","CD8+ T-cells"
"2790","CD8+ T-cells"
"2791","Monocytes"
"2792","CD8+ T-cells"
"2793","CD8+ T-cells"
"2794","CD8+ T-cells"
"2795","CD4+ T-cells"
"2796","CD4+ T-cells"
"2797","CD8+ T-cells"
"2798","CD8+ T-cells"
"2799","CD4+ T-cells"
"2800","B-cells"
"2801","CD4+ T-cells"
"2802","CD4+ T-cells"
"2803","CD8+ T-cells"
"2804","Monocytes"
"2805","CD8+ T-cells"
"2806","CD4+ T-cells"
"2807","B-cells"
"2808","CD8+ T-cells"
"2809","CD8+ T-cells"
"2810","CD4+ T-cells"
"2811","B-cells"
"2812","CD8+ T-cells"
"2813","B-cells"
"2814","CD8+ T-cells"
"2815","CD8+ T-cells"
"2816","B-cells"
"2817","Monocytes"
"2818","CD4+ T-cells"
"2819","B-cells"
"2820","CD8+ T-cells"
"2821","NK cells"
"2822","NK cells"
"2823","CD8+ T-cells"
"2824","CD4+ T-cells"
"2825","Monocytes"
"2826","NK cells"
"2827","B-cells"
"2828","Monocytes"
"2829","B-cells"
"2830","Monocytes"
"2831","Monocytes"
"2832","CD8+ T-cells"
"2833","B-cells"
"2834","CD8+ T-cells"
"2835","CD8+ T-cells"
"2836","CD8+ T-cells"
"2837","Monocytes"
"2838","B-cells"
"2839","Monocytes"
"2840","CD8+ T-cells"
"2841","Monocytes"
"2842","CD8+ T-cells"
"2843","B-cells"
"2844","B-cells"
"2845","B-cells"
"2846","CD8+ T-cells"
"2847","CD4+ T-cells"
"2848","B-cells"
"2849","Monocytes"
"2850","CD4+ T-cells"
"2851","Monocytes"
"2852","B-cells"
"2853","CD4+ T-cells"
"2854","CD8+ T-cells"
"2855","NK cells"
"2856","CD8+ T-cells"
"2857","CD8+ T-cells"
"2858","NK cells"
"2859","NK cells"
"2860","CD8+ T-cells"
"2861","CD4+ T-cells"
"2862","NK cells"
"2863","CD8+ T-cells"
"2864","Monocytes"
"2865","B-cells"
"2866","B-cells"
"2867","B-cells"
"2868","B-cells"
"2869","Monocytes"
"2870","CD4+ T-cells"
"2871","CD8+ T-cells"
"2872","Monocytes"
"2873","CD8+ T-cells"
"2874","Monocytes"
"2875","NK cells"
"2876","CD8+ T-cells"
"2877","CD8+ T-cells"
"2878","B-cells"
"2879","B-cells"
"2880","NK cells"
"2881","CD4+ T-cells"
"2882","B-cells"
"2883","NK cells"
"2884","B-cells"
"2885","CD4+ T-cells"
"2886","CD8+ T-cells"
"2887","CD4+ T-cells"
"2888","Monocytes"
"2889","CD4+ T-cells"
"2890","Monocytes"
"2891","CD8+ T-cells"
"2892","CD4+ T-cells"
"2893","B-cells"
"2894","B-cells"
"2895","Monocytes"
"2896","CD8+ T-cells"
"2897","CD8+ T-cells"
"2898","Monocytes"
"2899","CD8+ T-cells"
"2900","B-cells"
"2901","CD4+ T-cells"
"2902","Monocytes"
"2903","Monocytes"
"2904","CD8+ T-cells"
"2905","CD8+ T-cells"
"2906","B-cells"
"2907","B-cells"
"2908","Monocytes"
"2909","CD4+ T-cells"
"2910","Monocytes"
"2911","CD4+ T-cells"
"2912","B-cells"
"2913","Monocytes"
"2914","Monocytes"
"2915","Monocytes"
"2916","B-cells"
"2917","CD4+ T-cells"
"2918","NK cells"
"2919","CD8+ T-cells"
"2920","B-cells"
"2921","Monocytes"
"2922","CD8+ T-cells"
"2923","B-cells"
"2924","CD8+ T-cells"
"2925","CD8+ T-cells"
"2926","CD4+ T-cells"
"2927","CD8+ T-cells"
"2928","B-cells"
"2929","NK cells"
"2930","B-cells"
"2931","CD8+ T-cells"
"2932","CD8+ T-cells"
"2933","NK cells"
"2934","Monocytes"
"2935","CD8+ T-cells"
"2936","CD8+ T-cells"
"2937","CD8+ T-cells"
"2938","CD8+ T-cells"
"2939","CD8+ T-cells"
"2940","NK cells"
"2941","CD4+ T-cells"
"2942","Monocytes"
"2943","CD4+ T-cells"
"2944","CD4+ T-cells"
"2945","CD8+ T-cells"
"2946","Monocytes"
"2947","Monocytes"
"2948","Monocytes"
"2949","Monocytes"
"2950","CD8+ T-cells"
"2951","CD8+ T-cells"
"2952","CD4+ T-cells"
"2953","Monocytes"
"2954","CD4+ T-cells"
"2955","CD8+ T-cells"
"2956","CD4+ T-cells"
"2957","B-cells"
"2958","CD8+ T-cells"
"2959","CD8+ T-cells"
"2960","CD4+ T-cells"
"2961","NK cells"
"2962","CD8+ T-cells"
"2963","CD8+ T-cells"
"2964","CD4+ T-cells"
"2965","CD8+ T-cells"
"2966","CD8+ T-cells"
"2967","CD8+ T-cells"
"2968","Monocytes"
"2969","CD8+ T-cells"
"2970","CD4+ T-cells"
"2971","Monocytes"
"2972","Monocytes"
"2973","B-cells"
"2974","CD4+ T-cells"
"2975","CD4+ T-cells"
"2976","CD8+ T-cells"
"2977","CD8+ T-cells"
"2978","CD8+ T-cells"
"2979","CD8+ T-cells"
"2980","B-cells"
"2981","NK cells"
"2982","CD4+ T-cells"
"2983","CD8+ T-cells"
"2984","NK cells"
"2985","NK cells"
"2986","Monocytes"
"2987","CD4+ T-cells"
"2988","CD8+ T-cells"
"2989","CD8+ T-cells"
"2990","B-cells"
"2991","CD8+ T-cells"
"2992","CD4+ T-cells"
"2993","CD8+ T-cells"
"2994","CD4+ T-cells"
"2995","Monocytes"
"2996","Monocytes"
"2997","CD8+ T-cells"
"2998","CD8+ T-cells"
"2999","CD8+ T-cells"
"3000","B-cells"
"3001","Monocytes"
"3002","Monocytes"
"3003","Monocytes"
"3004","CD8+ T-cells"
"3005","CD8+ T-cells"
"3006","B-cells"
"3007","CD8+ T-cells"
"3008","CD8+ T-cells"
"3009","CD8+ T-cells"
"3010","CD8+ T-cells"
"3011","CD4+ T-cells"
"3012","CD8+ T-cells"
"3013","CD8+ T-cells"
"3014","CD4+ T-cells"
"3015","Monocytes"
"3016","CD8+ T-cells"
"3017","CD8+ T-cells"
"3018","Monocytes"
"3019","CD8+ T-cells"
"3020","Monocytes"
"3021","CD8+ T-cells"
"3022","CD8+ T-cells"
"3023","CD8+ T-cells"
"3024","CD4+ T-cells"
"3025","CD8+ T-cells"
"3026","CD4+ T-cells"
"3027","CD4+ T-cells"
"3028","CD8+ T-cells"
"3029","CD8+ T-cells"
"3030","CD8+ T-cells"
"3031","CD8+ T-cells"
"3032","CD8+ T-cells"
"3033","Monocytes"
"3034","CD4+ T-cells"
"3035","B-cells"
"3036","Monocytes"
"3037","CD4+ T-cells"
"3038","CD8+ T-cells"
"3039","CD8+ T-cells"
"3040","CD8+ T-cells"
"3041","CD8+ T-cells"
"3042","CD4+ T-cells"
"3043","Monocytes"
"3044","CD8+ T-cells"
"3045","CD8+ T-cells"
"3046","B-cells"
"3047","CD8+ T-cells"
"3048","CD4+ T-cells"
"3049","Monocytes"
"3050","NK cells"
"3051","CD4+ T-cells"
"3052","CD8+ T-cells"
"3053","B-cells"
"3054","B-cells"
"3055","B-cells"
"3056","CD4+ T-cells"
"3057","B-cells"
"3058","CD8+ T-cells"
"3059","CD8+ T-cells"
"3060","CD4+ T-cells"
"3061","CD4+ T-cells"
"3062","B-cells"
"3063","CD8+ T-cells"
"3064","CD4+ T-cells"
"3065","CD4+ T-cells"
"3066","CD8+ T-cells"
"3067","Monocytes"
"3068","Monocytes"
"3069","Monocytes"
"3070","CD8+ T-cells"
"3071","Monocytes"
"3072","CD4+ T-cells"
"3073","CD4+ T-cells"
"3074","B-cells"
"3075","B-cells"
"3076","B-cells"
"3077","CD8+ T-cells"
"3078","CD4+ T-cells"
"3079","CD8+ T-cells"
"3080","CD4+ T-cells"
"3081","Monocytes"
"3082","B-cells"
"3083","Monocytes"
"3084","NK cells"
"3085","CD4+ T-cells"
"3086","CD4+ T-cells"
"3087","Monocytes"
"3088","CD4+ T-cells"
"3089","CD4+ T-cells"
"3090","CD4+ T-cells"
"3091","B-cells"
"3092","Monocytes"
"3093","Monocytes"
"3094","CD4+ T-cells"
"3095","CD8+ T-cells"
"3096","CD8+ T-cells"
"3097","CD8+ T-cells"
"3098","CD8+ T-cells"
"3099","B-cells"
"3100","CD4+ T-cells"
"3101","CD8+ T-cells"
"3102","CD4+ T-cells"
"3103","CD8+ T-cells"
"3104","CD4+ T-cells"
"3105","B-cells"
"3106","CD4+ T-cells"
"3107","CD8+ T-cells"
"3108","B-cells"
"3109","CD4+ T-cells"
"3110","B-cells"
"3111","CD8+ T-cells"
"3112","Monocytes"
"3113","Monocytes"
"3114","CD8+ T-cells"
"3115","Monocytes"
"3116","CD8+ T-cells"
"3117","Monocytes"
"3118","CD4+ T-cells"
"3119","CD8+ T-cells"
"3120","CD8+ T-cells"
"3121","Monocytes"
"3122","B-cells"
"3123","Monocytes"
"3124","CD4+ T-cells"
"3125","CD4+ T-cells"
"3126","CD8+ T-cells"
"3127","CD4+ T-cells"
"3128","CD8+ T-cells"
"3129","CD8+ T-cells"
"3130","B-cells"
"3131","Monocytes"
"3132","Monocytes"
"3133","CD8+ T-cells"
"3134","CD4+ T-cells"
"3135","NK cells"
"3136","CD8+ T-cells"
"3137","CD8+ T-cells"
"3138","CD8+ T-cells"
"3139","CD4+ T-cells"
"3140","Monocytes"
"3141","CD4+ T-cells"
"3142","Monocytes"
"3143","NK cells"
"3144","CD4+ T-cells"
"3145","Monocytes"
"3146","CD8+ T-cells"
"3147","Monocytes"
"3148","Monocytes"
"3149","CD8+ T-cells"
"3150","CD4+ T-cells"
"3151","CD4+ T-cells"
"3152","Monocytes"
"3153","B-cells"
"3154","CD4+ T-cells"
"3155","CD8+ T-cells"
"3156","NK cells"
"3157","B-cells"
"3158","CD4+ T-cells"
"3159","Monocytes"
"3160","CD8+ T-cells"
"3161","B-cells"
"3162","NK cells"
"3163","CD4+ T-cells"
"3164","B-cells"
"3165","CD8+ T-cells"
"3166","CD4+ T-cells"
"3167","Monocytes"
"3168","CD8+ T-cells"
"3169","B-cells"
"3170","NK cells"
"3171","Monocytes"
"3172","CD8+ T-cells"
"3173","CD4+ T-cells"
"3174","CD8+ T-cells"
"3175","CD8+ T-cells"
"3176","CD4+ T-cells"
"3177","CD8+ T-cells"
"3178","CD8+ T-cells"
"3179","CD8+ T-cells"
"3180","CD8+ T-cells"
"3181","CD8+ T-cells"
"3182","CD4+ T-cells"
"3183","CD8+ T-cells"
"3184","CD8+ T-cells"
"3185","CD8+ T-cells"
"3186","CD8+ T-cells"
"3187","CD4+ T-cells"
"3188","CD8+ T-cells"
"3189","CD8+ T-cells"
"3190","CD4+ T-cells"
"3191","CD8+ T-cells"
"3192","Monocytes"
"3193","NK cells"
"3194","CD8+ T-cells"
"3195","B-cells"
"3196","CD4+ T-cells"
"3197","CD8+ T-cells"
"3198","CD4+ T-cells"
"3199","Monocytes"
"3200","Monocytes"
"3201","Monocytes"
"3202","CD4+ T-cells"
"3203","Monocytes"
"3204","CD8+ T-cells"
"3205","CD8+ T-cells"
"3206","CD4+ T-cells"
"3207","CD8+ T-cells"
"3208","B-cells"
"3209","CD8+ T-cells"
"3210","CD4+ T-cells"
"3211","B-cells"
"3212",NA
"3213","B-cells"
"3214","Monocytes"
"3215","Monocytes"
"3216","CD8+ T-cells"
"3217","CD8+ T-cells"
"3218","CD4+ T-cells"
"3219","CD8+ T-cells"
"3220","CD8+ T-cells"
"3221","CD4+ T-cells"
"3222","NK cells"
"3223","CD4+ T-cells"
"3224","CD8+ T-cells"
"3225","B-cells"
"3226","Monocytes"
"3227","Monocytes"
"3228","B-cells"
"3229","B-cells"
"3230","CD4+ T-cells"
"3231","CD8+ T-cells"
"3232","Monocytes"
"3233","CD4+ T-cells"
"3234","NK cells"
"3235","CD4+ T-cells"
"3236","CD4+ T-cells"
"3237","CD8+ T-cells"
"3238","CD8+ T-cells"
"3239","CD4+ T-cells"
"3240","NK cells"
"3241","CD8+ T-cells"
"3242","CD8+ T-cells"
"3243","CD8+ T-cells"
"3244","B-cells"
"3245","Monocytes"
"3246","CD4+ T-cells"
"3247","B-cells"
"3248","CD8+ T-cells"
"3249","Monocytes"
"3250","Monocytes"
"3251","CD8+ T-cells"
"3252","NK cells"
"3253","Monocytes"
"3254","CD8+ T-cells"
"3255","B-cells"
"3256","CD4+ T-cells"
"3257","CD8+ T-cells"
"3258","CD4+ T-cells"
"3259","CD8+ T-cells"
"3260","CD4+ T-cells"
"3261","CD4+ T-cells"
"3262","Monocytes"
"3263","CD8+ T-cells"
"3264","Monocytes"
"3265","Monocytes"
"3266","B-cells"
"3267","CD8+ T-cells"
"3268","CD8+ T-cells"
"3269","CD8+ T-cells"
"3270","CD8+ T-cells"
"3271","Monocytes"
"3272","CD8+ T-cells"
"3273","CD4+ T-cells"
"3274","NK cells"
"3275","CD4+ T-cells"
"3276","CD8+ T-cells"
"3277","B-cells"
"3278","Monocytes"
"3279","CD4+ T-cells"
"3280","NK cells"
"3281","B-cells"
"3282","CD8+ T-cells"
"3283","Monocytes"
"3284","CD4+ T-cells"
"3285","CD8+ T-cells"
"3286","CD8+ T-cells"
"3287","CD8+ T-cells"
"3288","CD8+ T-cells"
"3289","CD8+ T-cells"
"3290","CD4+ T-cells"
"3291","Monocytes"
"3292","B-cells"
"3293","NK cells"
